Review Text,cleaned,Rating,sentiment
"Great peplum top, beautiful whine color. very thick material. i'm hourglass figure, 36d top so it was very flattering",great peplum top beautiful whine color very thick material im hourglass figure d top so it was very flattering,5,positive
"I loved this dress and it fit great on me: 5'7, 115 lbs, wore an xs. it was a little tighter than i wish, but the s would have been too loose. unfortunately, when i received the dress the arms were already pilling. it is made of a mix of polyester, and while it's machine washable (yay), i can imagine this dress would be pilling very easily, and i wish the fabric was a higher quality for the price, so i returned it.",i loved this dress and it fit great on me lbs wore an xs it was a little tighter than i wish but the s would have been too loose unfortunately when i received the dress the arms were already pilling it is made of a mix of polyester and while its machine washable yay i can imagine this dress would be pilling very easily and i wish the fabric was a higher quality for the price so i returned it,3,neutral
"Beautiful dress! beautiful color and design. as the other reviewer says, it has an expose good quality gold color zipper on the back that doesn't show in the picture, however, it adds to its style and beauty! i love the dress and so happy that found it in my size finally!",beautiful dress beautiful color and design as the other reviewer says it has an expose good quality gold color zipper on the back that doesnt show in the picture however it adds to its style and beauty i love the dress and so happy that found it in my size finally,5,positive
"I almost never take the time to write reviews but this shirt is amazing... it's a super soft, stretchy, substantial fabric that is incredibly flattering. it falls perfectly and is insanely comfortable. i am 5'5"" 120 lbs and usually wear an xs or s in retailer tops... i went with the xs and it is a perfect fit. love it so much i bought it in 4 colors... i am now completely broke but these shirts will be in constant rotation.",i almost never take the time to write reviews but this shirt is amazing its a super soft stretchy substantial fabric that is incredibly flattering it falls perfectly and is insanely comfortable i am lbs and usually wear an xs or s in retailer tops i went with the xs and it is a perfect fit love it so much i bought it in colors i am now completely broke but these shirts will be in constant rotation,5,positive
"Cute pants, not for me. a petite size may have changed my mind. more like ankle pants on my 5'2"" frame and a bit large all over. that said, the fabric is stretchy and they would be super comfortable. love the snaps on the waistband, classy casual.",cute pants not for me a petite size may have changed my mind more like ankle pants on my frame and a bit large all over that said the fabric is stretchy and they would be super comfortable love the snaps on the waistband classy casual,3,neutral
"This dress is everything i imagined it would be. lightweight, flattering on my hourglass shape, and comfortable. i am a true 4p in retailer dresses (5'4"" 32d, 27 inch waist, 28 denim size) and purchased this dress in a 6 regular. i imagine the petite size would be way too short, as the regular size hit about 3 inches above my knee. might be a problem for taller girls. definitely size up on this one to avoid button gaping.",this dress is everything i imagined it would be lightweight flattering on my hourglass shape and comfortable i am a true p in retailer dresses d inch waist denim size and purchased this dress in a regular i imagine the petite size would be way too short as the regular size hit about inches above my knee might be a problem for taller girls definitely size up on this one to avoid button gaping,5,positive
I love the length of the dress and the fun swing the skirt has. the print is wonderful.,i love the length of the dress and the fun swing the skirt has the print is wonderful,5,positive
"Just received and sorry to return. i am 5'9"" i wear a size 8 i ordered the m/l . it way really big and to wide",just received and sorry to return i am i wear a size i ordered the ml it way really big and to wide,4,positive
"Comfy, casual, and stylish! i received many compliments on this shirt. it drapes across your body very nicely and does not cling. it has a great asymmetrical cut that is very flattering. the material is comfortable and the color is warm and summer-like.",comfy casual and stylish i received many compliments on this shirt it drapes across your body very nicely and does not cling it has a great asymmetrical cut that is very flattering the material is comfortable and the color is warm and summerlike,5,positive
"This dress not only makes a statement, it is very comfortable and versatile. casual or dressy options! price is reasonable and i am anxious to wear it for the first time. true to size and has some give. i ordered xs. love it!",this dress not only makes a statement it is very comfortable and versatile casual or dressy options price is reasonable and i am anxious to wear it for the first time true to size and has some give i ordered xs love it,5,positive
"I'm just ordering my 3rd pair!! i first got the grey,,,just about live in them! super comfy and flattering! then i got the off white and now i ordered the green which i cannot wait to get. great pant!",im just ordering my rd pair i first got the greyjust about live in them super comfy and flattering then i got the off white and now i ordered the green which i cannot wait to get great pant,5,positive
"Boxy, short & wide! luv this brand but super disappointed with this design...",boxy short wide luv this brand but super disappointed with this design,1,negative
"I wanted to love this dress. i am not comfortable wearing dresses much above the knee and i liked the length and the way this looks on the model. however, in person this dress is cut like a sack. it is not tapered at all in the waist and there is just too much fabric when you cinch the belt, at least on me. it was oddly shapeless, even with the belt. it seemed a size too large. i ordered the xxsp. for reference i am 5'1"" and 107 lbs. i ordered the neutral dress and i really like the fabric and c",i wanted to love this dress i am not comfortable wearing dresses much above the knee and i liked the length and the way this looks on the model however in person this dress is cut like a sack it is not tapered at all in the waist and there is just too much fabric when you cinch the belt at least on me it was oddly shapeless even with the belt it seemed a size too large i ordered the xxsp for reference i am and lbs i ordered the neutral dress and i really like the fabric and c,3,neutral
"This dress is comfortable as well as flattering, which does not happen very often!
looks good with navy tights too!",this dress is comfortable as well as flattering which does not happen very often looks good with navy tights too,5,positive
The length in the front is too short and the bottom flares a lot which is really unflattering. i love the top half of the shirt but the bottom half should be more form fitting.,the length in the front is too short and the bottom flares a lot which is really unflattering i love the top half of the shirt but the bottom half should be more form fitting,2,negative
"This sweater is gorgeous. it is soft and i love the button detail down the sides of the sleeves. i would have loved the blue color but it was sold out, so i settled for the soft peach color. it is a very pretty sweater and looks nice on.",this sweater is gorgeous it is soft and i love the button detail down the sides of the sleeves i would have loved the blue color but it was sold out so i settled for the soft peach color it is a very pretty sweater and looks nice on,4,positive
"This top is pretty and i'm sad it didn't work out for me. i'm 5'9, 145 lbs and i found it to be short and boxy in the torso (tried on a s, m and l). also material in the front is super staticky - i hate that feeling.",this top is pretty and im sad it didnt work out for me im lbs and i found it to be short and boxy in the torso tried on a s m and l also material in the front is super staticky i hate that feeling,3,neutral
"This dress is lovely fabric, generaly nicely tailored, but weirdly large around armholes, which gap. i'm sending it back. also this 'red' is more like a fuschia.
 dress was generally a a bit too big on top, oddly both too long in the torso, and the shoulders cut too far in--they didn't cover bra straps--as well as unattractively large armholes. you can even see it on the model. i i'm a size 10 to 12, fairly busty but not extremely, and with a slightly short torso, which is party the problem (th",this dress is lovely fabric generaly nicely tailored but weirdly large around armholes which gap im sending it back also this red is more like a fuschia dress was generally a a bit too big on top oddly both too long in the torso and the shoulders cut too far inthey didnt cover bra strapsas well as unattractively large armholes you can even see it on the model i im a size to fairly busty but not extremely and with a slightly short torso which is party the problem th,3,neutral
Like the other reviewer said it&#39;s hard to get on and i had to size down like i often do at retailer. but it&#39;s so pretty and it&#39;s not too short like most rompers. we host thanksgiving every year and i&#39;m so excited to find an alternative to a dress/pants so i can work &amp; cook in style.,like the other reviewer said its hard to get on and i had to size down like i often do at retailer but its so pretty and its not too short like most rompers we host thanksgiving every year and im so excited to find an alternative to a dresspants so i can work amp cook in style,5,positive
"This is such a great top - it can be easily dressed up or down. i love my tops flowy, and this is just that! i have a larger chest (34d) and the flowy nature of it keeps it from being too short up front. even though it has eyelits in it, it can be worn without a cami underneath as long as you wear a good nude bra. it'll be a great sweater for all seasons. i'm even able to wear it to work. highly highly recommend.",this is such a great top it can be easily dressed up or down i love my tops flowy and this is just that i have a larger chest d and the flowy nature of it keeps it from being too short up front even though it has eyelits in it it can be worn without a cami underneath as long as you wear a good nude bra itll be a great sweater for all seasons im even able to wear it to work highly highly recommend,5,positive
"Saw on my way out of the store and had to try them on. they are very comfortable and surprisingly cute. the jogger style usually doesn't flatter my curvier body but these have a drape to the fabric that made them look so much nicer. i took in two sizes, my usual small and a medium since i just had my second child and still have some post baby weight. i still went with the small after trying on both though. the medium was a bit too big and shapeless. the small was comfortable and looked better. t",saw on my way out of the store and had to try them on they are very comfortable and surprisingly cute the jogger style usually doesnt flatter my curvier body but these have a drape to the fabric that made them look so much nicer i took in two sizes my usual small and a medium since i just had my second child and still have some post baby weight i still went with the small after trying on both though the medium was a bit too big and shapeless the small was comfortable and looked better t,5,positive
"I new i had to have this dress the moment i saw it. i am a recent convert to byron lars and have three dress of his design. they are all 6 or 6p so i felt confident ordering a 6. whoops! this dress fit perfectly up to the waist. it was even a little roomy but i couldn't button it up any further than that. it is a little weird since i always thought i had a narrow ribcage. anyway, i will have to exchange it for an 8p. and hope for the best. it really is an exquisitely beautiful dress and unbeliev",i new i had to have this dress the moment i saw it i am a recent convert to byron lars and have three dress of his design they are all or p so i felt confident ordering a whoops this dress fit perfectly up to the waist it was even a little roomy but i couldnt button it up any further than that it is a little weird since i always thought i had a narrow ribcage anyway i will have to exchange it for an p and hope for the best it really is an exquisitely beautiful dress and unbeliev,5,positive
"I adore this top! the tencel fabric feels like a nicely worn out denim shirt that's been worn for years. it is a versatile piece that can be worn year round.  even if the sleeves are pulled onto the shoulders,  it still works and looks just fine. i'm broad in the shoulders, and we'll endowed,  but the large was perfect.",i adore this top the tencel fabric feels like a nicely worn out denim shirt thats been worn for years it is a versatile piece that can be worn year round even if the sleeves are pulled onto the shoulders it still works and looks just fine im broad in the shoulders and well endowed but the large was perfect,5,positive
"The quality is there. these pants are just as pictured. very wide leg, romantic pants. the pockets lay nicely inside so as not to be bunchy like some pants do. these fit perfect and look great.",the quality is there these pants are just as pictured very wide leg romantic pants the pockets lay nicely inside so as not to be bunchy like some pants do these fit perfect and look great,5,positive
"This top was always on my wait for sale list, now it is and i had to pass. i love the look on other people, the laec up is super cute and trendy, but the cut was just too big on me. it left me blah. i think if you are tall and are looking for a nice white shirt, then go for it, it looks so nice half tucked with skinny jeans...",this top was always on my wait for sale list now it is and i had to pass i love the look on other people the laec up is super cute and trendy but the cut was just too big on me it left me blah i think if you are tall and are looking for a nice white shirt then go for it it looks so nice half tucked with skinny jeans,4,positive
"I absolutely love these shorts. i ordered a medium. i was nervous they would be too small, (my legs aren't the skinniest), but because of the slit on the side, they were fine. i do have a pretty tiny waist, and they were slightly snug but not too much to send them back. i am almost 5'7' and weight 145. i have a solid black one piece suit and they look great with it. i love the material as well, they are extremely comfortable. a little pricey, but i will definitely make use of them. i love the pr",i absolutely love these shorts i ordered a medium i was nervous they would be too small my legs arent the skinniest but because of the slit on the side they were fine i do have a pretty tiny waist and they were slightly snug but not too much to send them back i am almost and weight i have a solid black one piece suit and they look great with it i love the material as well they are extremely comfortable a little pricey but i will definitely make use of them i love the pr,5,positive
"This coat is really nice and cushy and warm, but it runs very very large. i am about 5'7"", 150 lbs and i ordered a medium and i probably should have ordered an xs because it was ginormous. i returned it in favor of another jacket. i'm sure i would have loved it if it were smaller but i found something i liked more in the interim. it's also a little bit darker in person. just a little bit, i was expected it to be more creme white and it was like a tan.",this coat is really nice and cushy and warm but it runs very very large i am about lbs and i ordered a medium and i probably should have ordered an xs because it was ginormous i returned it in favor of another jacket im sure i would have loved it if it were smaller but i found something i liked more in the interim its also a little bit darker in person just a little bit i was expected it to be more creme white and it was like a tan,4,positive
This dress is very flattering. great unique dress.,this dress is very flattering great unique dress,5,positive
"At 5'4"" and 140 lbs, this tank is a nice thin under layer. a little low cut for trying to cover cleavage.",at and lbs this tank is a nice thin under layer a little low cut for trying to cover cleavage,4,positive
"This dress set my heart a-flutter, but i had quite a time figuring out the sizing. i literally ordered six different sizes, and when i put them on, they all seemed to look like a very beautifully embroidered and elegant tent. if only i could just nip it in a tiny bit at the waist! then it would look like the model does! (i actually think they probably pinned the back of the dress to get it to fit on the model).

so i played around with it and ended up putting in 2 small darts in the front. and v",this dress set my heart aflutter but i had quite a time figuring out the sizing i literally ordered six different sizes and when i put them on they all seemed to look like a very beautifully embroidered and elegant tent if only i could just nip it in a tiny bit at the waist then it would look like the model does i actually think they probably pinned the back of the dress to get it to fit on the model so i played around with it and ended up putting in small darts in the front and v,5,positive
This shirt is wonderful! i totally recommend it for everyone.,this shirt is wonderful i totally recommend it for everyone,5,positive
"I was looking for a velvet dress for the holidays. this one was beutiful in color and teksture.
the only problem was that it was snug in the shoulders. going a size up would have made it too roomy elswhere.",i was looking for a velvet dress for the holidays this one was beutiful in color and teksture the only problem was that it was snug in the shoulders going a size up would have made it too roomy elswhere,4,positive
"This dress is a beautiful cut, and thankfully, it comes in petite so it fit my frame. i ordered it in my usual size in both 2r and 2p and will be returning the r. checks are cute and can be dressed up for work or for social event depending on goal. fabric is a little scratchy but texture and cut are great.",this dress is a beautiful cut and thankfully it comes in petite so it fit my frame i ordered it in my usual size in both r and p and will be returning the r checks are cute and can be dressed up for work or for social event depending on goal fabric is a little scratchy but texture and cut are great,4,positive
"I loved this shirt when it first arrived and i couldn't wait to wear it. after one day of wear, i went to hang the shirt back up and it was ripping on both sides of the middle back seem. this shirt was not tight on me at all. very disappointed.",i loved this shirt when it first arrived and i couldnt wait to wear it after one day of wear i went to hang the shirt back up and it was ripping on both sides of the middle back seem this shirt was not tight on me at all very disappointed,2,negative
Love this sweater but it's too large. will exchange for smaller size because i really want it.,love this sweater but its too large will exchange for smaller size because i really want it,4,positive
"I ordered this dress with great expectations after coveting one in a store, but unfortunately it did not work for me. the fabric is a stretch cotton jacquard which is absolutely beautiful, and the colors are gorgeous. i do not think it runs big, i sized up and it still fit me like a sausage casing. if you are tall and thin with no bulges, this dress is for you.",i ordered this dress with great expectations after coveting one in a store but unfortunately it did not work for me the fabric is a stretch cotton jacquard which is absolutely beautiful and the colors are gorgeous i do not think it runs big i sized up and it still fit me like a sausage casing if you are tall and thin with no bulges this dress is for you,5,positive
"Soft and flowy. fit is great. quality is great. i love this dress and i purchased in the turquoise color as well. i haven't worn a dress in 10+ years so i had a lot of reservation that this would be my first. highly recommend.
i paired this with 4"" short black suede boots and black tights. many compliments (even from my husband and he doesn't usually pay much attention).",soft and flowy fit is great quality is great i love this dress and i purchased in the turquoise color as well i havent worn a dress in years so i had a lot of reservation that this would be my first highly recommend i paired this with short black suede boots and black tights many compliments even from my husband and he doesnt usually pay much attention,5,positive
"I went to retailerplpogie today to try this piece on and it was adorable. i really liked the lace part that lightly shows off the legs. this does run true to size. i am 5'5 and 116 pounds and wear a 34b and i was able to button up everything and be comfortable in a size 0. there is no stretch at all with the materials that they have used, so that might be an issue for some. the material was actually a bit thicker than what i would have thought for dress like this, but i really liked it overall and",i went to retailerplpogie today to try this piece on and it was adorable i really liked the lace part that lightly shows off the legs this does run true to size i am and pounds and wear a b and i was able to button up everything and be comfortable in a size there is no stretch at all with the materials that they have used so that might be an issue for some the material was actually a bit thicker than what i would have thought for dress like this but i really liked it overall and,5,positive
"Cute tee shirt but it runs very large.i ordered a small and probably an xxs would have fit.unfortunately i have to return it.for reference i am 5'3"" and 110 lbs.",cute tee shirt but it runs very largei ordered a small and probably an xxs would have fitunfortunately i have to return itfor reference i am and lbs,4,positive
"This dress is perfect for my florida lifestyle because of the fabric and the design. it is not the color pictured on the web page which was a disappointment. the color is a lot duller. i tried it on in the store and found it to be tight across the chest, another lady who also tried it had the same problem. i went home and ordered a larger size. that dress was baggy and not as cute in the back. i realized because of the under slip it could be left open to the waist and work just fine. i ended up",this dress is perfect for my florida lifestyle because of the fabric and the design it is not the color pictured on the web page which was a disappointment the color is a lot duller i tried it on in the store and found it to be tight across the chest another lady who also tried it had the same problem i went home and ordered a larger size that dress was baggy and not as cute in the back i realized because of the under slip it could be left open to the waist and work just fine i ended up,4,positive
Love this dress!!! must try on to see how cute is really is.,love this dress must try on to see how cute is really is,5,positive
"Ok, so yes, it is true that the top part where the sleeves are can be snug a little, especially if you work out, but overall i found the top to run true to my regular size (i only tried on the 0, didn't try bigger). the length was great for me being short, i didn't think i need the petite (i usually do for pants and skirts/dresses, tops on and off). the look of the shirt is also classic, flowy and it looked great with e half tuck. the embroidery is also nice though one part of it seemed loose. a",ok so yes it is true that the top part where the sleeves are can be snug a little especially if you work out but overall i found the top to run true to my regular size i only tried on the didnt try bigger the length was great for me being short i didnt think i need the petite i usually do for pants and skirtsdresses tops on and off the look of the shirt is also classic flowy and it looked great with e half tuck the embroidery is also nice though one part of it seemed loose a,4,positive
"I got this in a medium, its really big, i added a belt and ir looks alot better, the medium seems like a large, im a size 6 or 8, should have gotten a small, now they are out will use the medium with a belt",i got this in a medium its really big i added a belt and ir looks alot better the medium seems like a large im a size or should have gotten a small now they are out will use the medium with a belt,5,positive
"The are so comfortable, flattering, and i feel i can wear them with a lot of styles: dress them up or down, it all looks good. great product! make more like this please!",the are so comfortable flattering and i feel i can wear them with a lot of styles dress them up or down it all looks good great product make more like this please,5,positive
"This jacket looked adorable on. it was also quite comfortable. however, it sheds and left fuzz on every dark surface it touched. sadly, this is a deal breaker for me.",this jacket looked adorable on it was also quite comfortable however it sheds and left fuzz on every dark surface it touched sadly this is a deal breaker for me,2,negative
"Like the previous reviewer, the biggest problem with this shirt is how short it is. i'm 5'4 and ordered a 12, which is usually what i wear at retailer. even only being 5'4, this shirt is much shorter than i anticipated. it fits everywhere else, though. i'm obsessed with the back so i'm going to keep it and wear it. i'd say it's worth it at the sale price.",like the previous reviewer the biggest problem with this shirt is how short it is im and ordered a which is usually what i wear at retailer even only being this shirt is much shorter than i anticipated it fits everywhere else though im obsessed with the back so im going to keep it and wear it id say its worth it at the sale price,3,neutral
"I was expecting to love this based on the reviews and my prior experience with this brand, but i'm a little unsure. the front part hangs a bit too low on my 5'4"" frame, yet i think a petite would have the slits too high on the sides. i'm just not sure it hangs right on me. it's fitted through the arms and shoulders nicely, and looks great with the front loosely tucked. just not what i was expecting.",i was expecting to love this based on the reviews and my prior experience with this brand but im a little unsure the front part hangs a bit too low on my frame yet i think a petite would have the slits too high on the sides im just not sure it hangs right on me its fitted through the arms and shoulders nicely and looks great with the front loosely tucked just not what i was expecting,4,positive
"I really love these pants as ""loungers"". not sure i would wear them outside the house, because the legs are very wide.. yes, the elastic has the problem that others have mentioned, but i just hold it in place when i pull them on and it stays put. but the fabric is so soft that i put them on every night after work and sometimes don't take them off before bed. pockets are a nice touch - something i have come to love about retailer pants.",i really love these pants as loungers not sure i would wear them outside the house because the legs are very wide yes the elastic has the problem that others have mentioned but i just hold it in place when i pull them on and it stays put but the fabric is so soft that i put them on every night after work and sometimes dont take them off before bed pockets are a nice touch something i have come to love about retailer pants,5,positive
"I bought this at the store and when i picked it up i didn't think much of it until i tried it on! it is so adorable, i can't even tell you how much... i am 48 yo and normaly buy xs/s or 2/4 in retailer. mauve dresses are 2 most of the time. small chest, 5'5"" and about 130lbs and i got the size 4 and it is perfect! i hope it is age appropriate tho... ;) i have traveling plans this summer and i am thinking this could be an easy thing to take along with me, one piece clothing that will travel very we",i bought this at the store and when i picked it up i didnt think much of it until i tried it on it is so adorable i cant even tell you how much i am yo and normaly buy xss or in retailer mauve dresses are most of the time small chest and about lbs and i got the size and it is perfect i hope it is age appropriate tho i have traveling plans this summer and i am thinking this could be an easy thing to take along with me one piece clothing that will travel very we,5,positive
"Love the fit - doesn't cling to my midsection and detail on sleeves is very pretty. fits true to size.
i got the black but want to order it in other colors as well. can be dressed up or down.",love the fit doesnt cling to my midsection and detail on sleeves is very pretty fits true to size i got the black but want to order it in other colors as well can be dressed up or down,5,positive
"I should have paid more attention to the reviews of this sweater before ordering. although the material looks soft and cozy in the photo, it's very scratchy and uncomfortable. i was also hoping the opening of the collar would be a little wider, which would have been more flattering on me. i never wear turtlenecks of any kind so i took a chance on this. i'm sure others will look fabulous in this sweater and may be happy with it if they don't mind the texture. i'm sending it back.",i should have paid more attention to the reviews of this sweater before ordering although the material looks soft and cozy in the photo its very scratchy and uncomfortable i was also hoping the opening of the collar would be a little wider which would have been more flattering on me i never wear turtlenecks of any kind so i took a chance on this im sure others will look fabulous in this sweater and may be happy with it if they dont mind the texture im sending it back,3,neutral
I returned the dress because the color was not as pictured in the online photo. i did not like the color.,i returned the dress because the color was not as pictured in the online photo i did not like the color,2,negative
I am very pleased with this purchase. a nude colored racer back bra works perfectly under it and does not show through.   i have worn this with jean shorts and linen pants and it looks great with both. it is slightly on the dressy side so i also plan to wear it to work  paired with a skirt or dress pants and a cardigan.   i am a 34a  and size small  fits nicely.,i am very pleased with this purchase a nude colored racer back bra works perfectly under it and does not show through i have worn this with jean shorts and linen pants and it looks great with both it is slightly on the dressy side so i also plan to wear it to work paired with a skirt or dress pants and a cardigan i am a a and size small fits nicely,5,positive
"This tee is cute, keep in mind the white is totally sheer. but it's huge. i ordered an xxs and it's very loose and drapey, which is likely the style but when did sizing get to unrealistic? also, a totally sheer, basically a sort of fancier cotton tee for $60? no way.",this tee is cute keep in mind the white is totally sheer but its huge i ordered an xxs and its very loose and drapey which is likely the style but when did sizing get to unrealistic also a totally sheer basically a sort of fancier cotton tee for no way,3,neutral
Cute and comfy. looks like i will be able to dress up a bit too. fabric and fit are great!,cute and comfy looks like i will be able to dress up a bit too fabric and fit are great,5,positive
Wore this to my sons wedding. found it last minute when i had changed my mind about another byron lars dress. i felt awesome in it and got many compliments,wore this to my sons wedding found it last minute when i had changed my mind about another byron lars dress i felt awesome in it and got many compliments,5,positive
Looks so fun and whimsical on. love love love this for photos especially,looks so fun and whimsical on love love love this for photos especially,5,positive
"I noticed this top on one of the sales associates, and it looked great. she's probably 230lbs and about 5'5.  tried it on and it looked horrible, i even tried sizing down twice. i'm 5'8"" and the ruffles started right under my chest. i gave 2 stars bc of the material, it is light, and summery.",i noticed this top on one of the sales associates and it looked great shes probably lbs and about tried it on and it looked horrible i even tried sizing down twice im and the ruffles started right under my chest i gave stars bc of the material it is light and summery,2,negative
Bought two of these because i loved the way they fit off of the rack. washed them according to directions and they were ruined. the material shrank up making the shirt short and boxy and the side panels ended up being rippled. definitely going to try to return these.,bought two of these because i loved the way they fit off of the rack washed them according to directions and they were ruined the material shrank up making the shirt short and boxy and the side panels ended up being rippled definitely going to try to return these,1,negative
"This top is so unbelievably cute! the fit is perfect and it goes with just about anything on the bottom. i personally styled mine with high waisted distressed skinny jeans and it looks adorable. its a tiny bit see-thru, so you do need to wear a tank under it.",this top is so unbelievably cute the fit is perfect and it goes with just about anything on the bottom i personally styled mine with high waisted distressed skinny jeans and it looks adorable its a tiny bit seethru so you do need to wear a tank under it,5,positive
I can't tell you how many compliments i get on this gorgeous sweater/poncho! there are tiny glimmery threads woven into it that make it so fun for dressing up. i wore it to a fall holiday party and it was perfect! it's a little on the itchy side... but the shirt i wore underneath solved the problem. the colors are so gorgeous... deep and rich. love this piece!,i cant tell you how many compliments i get on this gorgeous sweaterponcho there are tiny glimmery threads woven into it that make it so fun for dressing up i wore it to a fall holiday party and it was perfect its a little on the itchy side but the shirt i wore underneath solved the problem the colors are so gorgeous deep and rich love this piece,5,positive
"I love this! great quality and flattering. i'd definitely agree that it runs true to size, as i had to size up because it was the only size available, and it is a little large in the stomach and rear, but it works well in the chest area. the v neck isn't too low and the sides provide good coverage up top. also, it covers the rear end well! material is nice and thick and the seams are good quality. super happy with this purchase, just wish it was in stock in the smaller size so it held me in more",i love this great quality and flattering id definitely agree that it runs true to size as i had to size up because it was the only size available and it is a little large in the stomach and rear but it works well in the chest area the v neck isnt too low and the sides provide good coverage up top also it covers the rear end well material is nice and thick and the seams are good quality super happy with this purchase just wish it was in stock in the smaller size so it held me in more,5,positive
Purchased this top in the store on sale. love the material. very soft and comfortable. love the black and white combination. i am petite so the top is a great length on me. i can see that if you are tall it might be to short.,purchased this top in the store on sale love the material very soft and comfortable love the black and white combination i am petite so the top is a great length on me i can see that if you are tall it might be to short,5,positive
"Even in my usual petite small size, this looked bulky and made me look stumpy. disappointing because the style looks so good in the picture and the material looks to be good quality. i don't even know if going down a size would have helped. as others have mentioned it looks like a frumpy house robe.",even in my usual petite small size this looked bulky and made me look stumpy disappointing because the style looks so good in the picture and the material looks to be good quality i dont even know if going down a size would have helped as others have mentioned it looks like a frumpy house robe,2,negative
This was returned in store in an xs. i tried it on and it fit. shorter so it was probably meant to be a mini. i will hold on to it for now. on sale so worth the price. colors are nice and bright,this was returned in store in an xs i tried it on and it fit shorter so it was probably meant to be a mini i will hold on to it for now on sale so worth the price colors are nice and bright,4,positive
Love the shirt! fits great and is so cute! a must have for fall!,love the shirt fits great and is so cute a must have for fall,5,positive
"I like this sleeveless sweater - it adds warmth and visual interest without adding a lot of bulk. paired with black/white patterns it's pretty versatile (as seen in the pics) - a great staple for a more casual office environment. being a taller girl i love the length on it, and find it's flattering for my curvy figure.",i like this sleeveless sweater it adds warmth and visual interest without adding a lot of bulk paired with blackwhite patterns its pretty versatile as seen in the pics a great staple for a more casual office environment being a taller girl i love the length on it and find its flattering for my curvy figure,5,positive
"Love this dress! light and breezy, but i'm wearing it with tights and a jacket for a winter look.",love this dress light and breezy but im wearing it with tights and a jacket for a winter look,5,positive
"I was monitoring this sweater dress online for quite some time hoping it goes on sale, but as soon as i saw the lighter color sell out i decided to grab the blue version before it runs out as well. it's a simple yet comfortably beautiful dress at the same time. it looks about the same as it does on the model color/fit only in the neck is a little wider with bordered collar, which makes it more interesting. i'm 6ft tall 160lb, ordered a large and i felt the dress was a bit oversized, but with tha",i was monitoring this sweater dress online for quite some time hoping it goes on sale but as soon as i saw the lighter color sell out i decided to grab the blue version before it runs out as well its a simple yet comfortably beautiful dress at the same time it looks about the same as it does on the model colorfit only in the neck is a little wider with bordered collar which makes it more interesting im ft tall lb ordered a large and i felt the dress was a bit oversized but with tha,5,positive
Nice work dress. flirty style for spring.,nice work dress flirty style for spring,4,positive
"I just tried it on and it fits well, with no extra room. it seems like a nice fall piece to have in your wardrobe. the color leans more towards green. now i have to figure out what to put on top when i wear it!
i think it will be cute with boots.",i just tried it on and it fits well with no extra room it seems like a nice fall piece to have in your wardrobe the color leans more towards green now i have to figure out what to put on top when i wear it i think it will be cute with boots,4,positive
"Extremely cute sweater, but after having worn it twice it's already pilling up. i'd expect more for a $100 sweater.",extremely cute sweater but after having worn it twice its already pilling up id expect more for a sweater,1,negative
"This is a beautiful kimono but just isn't made well. the one i received already had a couple small holes and a pull in the thread that was very noticeable. after reading the additional reviewer who wore it an hour and it was already pilling, it is going back for good. such a shame!",this is a beautiful kimono but just isnt made well the one i received already had a couple small holes and a pull in the thread that was very noticeable after reading the additional reviewer who wore it an hour and it was already pilling it is going back for good such a shame,1,negative
"I ordered this top on sale and so glad that i did. i am usually a small in tops, but had read that it runs small. i went with a medium and wish that i picked the small. it is definitely a swing top. it's best feature is the detailing; it's gorgeous. i paired it with jeans and a white denim jacket.",i ordered this top on sale and so glad that i did i am usually a small in tops but had read that it runs small i went with a medium and wish that i picked the small it is definitely a swing top its best feature is the detailing its gorgeous i paired it with jeans and a white denim jacket,5,positive
These citizens of humanity jeans are indeed pricy but worth the money. they fit slim through the hips and not too loose in the legs to make you feel like they are huge...very versatile and look fabulous with a cropped sweater or even a hip length top. add a pair of chunky shoes and you have a great look. i even tried them with dansko clogs and they looks cute. it's a great break from skinny jeans and much more chic than boyfriend jeans.,these citizens of humanity jeans are indeed pricy but worth the money they fit slim through the hips and not too loose in the legs to make you feel like they are hugevery versatile and look fabulous with a cropped sweater or even a hip length top add a pair of chunky shoes and you have a great look i even tried them with dansko clogs and they looks cute its a great break from skinny jeans and much more chic than boyfriend jeans,5,positive
I waited a long time to get this top. unfortunately i will be returning. the sides are gathered and stick out a lot on the sides. not as pictured. the sides should have been pleated. it runs smaller in the bust and when closed it was a little snug. afraid this might shrink with dry cleaning or washing. the design is unique and wish this top would of worked.,i waited a long time to get this top unfortunately i will be returning the sides are gathered and stick out a lot on the sides not as pictured the sides should have been pleated it runs smaller in the bust and when closed it was a little snug afraid this might shrink with dry cleaning or washing the design is unique and wish this top would of worked,2,negative
"It is a good item, just not what i was looking for. if you want a medium waist and straight at the bottom, it is great, i am more of a high waist, skinny bottom.",it is a good item just not what i was looking for if you want a medium waist and straight at the bottom it is great i am more of a high waist skinny bottom,4,positive
Love this shirt! looks perfect with a pair of jeans! makes the outfit with out any effort!!!!,love this shirt looks perfect with a pair of jeans makes the outfit with out any effort,5,positive
